Question,1,2,3,Correct Answer
Which of these major Hollywood films was shot in Toronto?,L.A. Confidential,Gangs of New York,Chicago,Chicago
Which university's marching band has a giant instrument that used to be radioactive?,U of Chicago,Purdue,U of Texas,U of Texas
In which of these would you most likely find a wet cell battery?,TV remote control,Laptop computer,Cellphone tower,Cellphone tower
The dinosaur genus Zuul gets its name from what film franchise?,Jurassic Park,The Land Before Time,Ghostbusters,Ghostbusters
The author of Chitty Chitty Bang Bang' also created what literary character?,Mary Poppins,Winnie the Pooh,James Bond,James Bond
Which of these chemical elements gets its name from a mythical creature?,Hassium,Xenon,Cobalt,Cobalt
"Aside from Walt Disney, the most Oscar-nominated person in history is known for what?",Visual effects,Costume design,Composing,Composing
The Greek names of the two moons of Mars literally translate to what?,Mother and Daughter,Destiny and Promise,Fear and Panic,Fear and Panic
Which of these poker hands typically beats the other two?,Straight,Flush,Full house,Full house
What was Neil Armstrong's most famous achievement?,Learning French,Eating 14 cupcakes,Walking on the moon,Walking on the moon
A photo of Meryl Streep yelling through her hands was taken at what 2015 awards show?,Oscars,Golden Globes,SAG Awards,SAG Awards
The mockingbird is NOT the state bird of which of these states?,Texas,Arkansas,Alabama,Alabama
The capital of which state is also the French form of the name Peter?,Wyoming,North Dakota,South Dakota,South Dakota
The CEO of what tech company turned heads in 2013 by buying a funeral home?,Tesla,Airbnb,Yahoo,Yahoo
Which work by Roald Dahl was adapted into a 3-act opera in 1'8?,Matilda,James &amp the Giant Peach,The Fantastic Mr. Fox,The Fantastic Mr. Fox
The cooking method al pastor' came to Mexico from what country?,El Salvador,Spain,Lebanon,Lebanon
What is glass primarily made of?,The film formed on gravy,Bubble wrap,Sand,Sand
Which city did Mary-Kate and Ashley Olsen NOT travel to in their straight-to-video oeuvre?,Sydney,Salt Lake City,Milan,Milan
What did Darwin consider one of the most wonderful' plants in the world?,Weeping willow,Bird of paradise,Venus flytrap,Venus flytrap
Which of these is a distinctly Tibetan form of greeting?,Slow nod,Touching foreheads,Sticking out your tongue,Sticking out your tongue
How many U.S. states allow common law marriage?,All of them,None of them,Some of them,Some of them
Which of these countries has outlawed beauty pageants for kids?,Canada,Finland,France,France
Which of these awards has NOT been won by a U.S. First Lady?,Emmy,Grammy,Oscar,Oscar
The Streisand effect' describes when an attempt at what backfires?,Career comeback,Restricting alimony,Privacy,Privacy
The Chunnel connects what two countries?,Italy / Sweden,Canada / Mexico,England / France,England / France
"In order to legally drive in the U.S., which of these do you need?",Specially trained parrot,Spinning rims,License,License
The author of Treasure Island' also once wrote about the namesake of what cheese?,Gorgonzola,Roquefort,Monterey Jack,Monterey Jack
Which of these is an annual car race in Indianapolis?,Boss Baby 2,Seinfeld 2000,Indy 500,Indy 500
"When written in all caps, which woman's name is a classification system for moths?",Mara,Emma,Mona,Mona
Trailblazing chef H\xc3\xa9l\xc3\xa8ne Darroze has her own what?,Restaurant in the Louvre,U.S. postage stamp,Barbie doll,Barbie doll
One of the earliest descriptions of dental floss appears in what landmark of literature?,Pride and Prejudice,Little Women,Ulysses,Ulysses
Which of these African landmarks is mentioned by name in Toto's Africa'?,Timbuktu,Sahara,Serengeti,Serengeti
Which of these winds is the fastest on the Beaufort Wind Scale?,Strong gale,Near gale,Storm,Storm
Smokey the Bear often preaches that only YOU can prevent what?,Flash mobs,Reply all emails,Forest fires,Forest fires
Moore's Law is a famous observation that concerns what?,Expansion of universe,Human evolution,Computing power,Computing power
Hydroelectric power generates electricity from what?,Killer drum solos,Mean tweets,Water,Water
Which of these famous TV judges got their start in criminal court?,Greg Mathis,Judy Sheindlin,Joe Brown,Joe Brown
What is the name for a word that came directly into English from another language?,Theftword,Giftword,Loanword,Loanword
Which of these words is believed to come from a European dice game?,Shenanigans,Tomfoolery,Hijinks,Hijinks
Which of these is NOT the nickname of a World Darts Champion?,Limestone Cowboy,Deadly Boomerang,Pinpoint King,Pinpoint King
Which of these dogs falls into the American Kennel Club's Working Group'?,Golden retriever,Collie,Boxer,Boxer
Which of these is a popular breakfast item served with maple syrup?,English eggie weggies,Swedish House Mafia,French toast,French toast
The Girl Scouts hold an annual fundraiser by selling what?,Bootleg DVDs,Stock tips,Cookies,Cookies
What startup's name came from the co-founder watching a Fellini movie?,Vimeo,Twilio,Etsy,Etsy
Which of these cities was founded two separate times?,Rome,Zurich,Buenos Aires,Buenos Aires
Who is the youngest current Supreme Court Justice?,Elena Kagan,Sonia Sotomayor,Neil Gorsuch,Neil Gorsuch
What meal combines elements of breakfast and lunch?,Linner,Supsert,Brunch,Brunch
Which of these authors has a supermodel granddaughter?,Antoine de Saint-Exup\xc3\xa9ry,Maurice Sendak,Roald Dahl,Roald Dahl
Which of these films does NOT share a name with a NASA space probe?,Juno,Stardust,Prometheus,Prometheus
Which of these is traditionally a layer in a Nanaimo bar?,Ice cream,Whipped cream,Butter icing,Butter icing
Which fashion designer did NOT graduate from the prestigious Central Saint Martins?,Riccardo Tisci,Zac Posen,Olivier Rousteing,Olivier Rousteing
Which company is listed on both the Dow Jones Industrial Average and the NASDAQ-100?,IBM,T-Mobile,Intel,Intel
The first flag of which state contained the Latin for don't touch me'?,Delaware,South Carolina,Alabama,Alabama
What traditional stew inspired the 1930s invention of the slow cooker?,Gumbo,Goulash,Cholent,Cholent
"In the tech world, the acronym IoT' typically stands for what?",Internet-Only Telephone,In/Out Transfer,Internet of Things,Internet of Things
Which article of clothing is also the name of a stinging insect?,Pink jeggings,Red sweatpants,Yellow jacket,Yellow jacket
Which of these is an optional section on the SAT standardized test?,Hot yoga,Laser tag,Essay,Essay
What was Galileo sentenced to do as punishment for writing about heliocentrism?,Pay indulgences,Destroy his library,Recite psalms,Recite psalms
"In the 1960s, Radio Shack was purchased by a company specializing in what?",High-end audio,Plastics,Leather,Leather
Which of these pleasantly-scented plants is part of the mint family?,Hyacinth,Hydrangea,Lavender,Lavender
Which of these emperors' names translates in English to a small kind of footwear?,Augustus,Nero,Caligula,Caligula
What was the inspiration behind the iconic Cartier Love Bracelet'?,Eiffel Tower,Audrey Hepburn's profile,Chastity belts,Chastity belts
Queen Elizabeth II has famously kept what kind of dog as a pet for decades?,Chihuahua,Pomeranian,Corgi,Corgi
"In the U.S., which of these beverages typically contains espresso?",Matcha latte,Caf\xc3\xa9 au lait,Americano,Americano
Which of these is most likely to emit lava?,Garden hose,Person's nose,Volcanoes,Volcanoes
The liquid often used to disinfect hands is known as what?,Red #3 food dye,Soy sauce,Sanitizer,Sanitizer
Which memorable word from The Simpsons' also appears in Shakespeare's Richard II'?,Cromulent,Embiggens,Unpossible,Unpossible
Which of these is NOT the name of a trick in competitive yo-yoing?,Slack trapeze,Sword and shield,Spiral drop,Spiral drop
The CEO of Domino's came to the company after working with what kind of food?,Italian food,Mexican food,Baby food,Baby food
Which swimsuit style was named after a coral reef?,Bandeau,Sarong,Bikini,Bikini
Which of these was a real video game title featured in arcades in the 1980s?,Pac-Man 3,Dig Dug 3,Donkey Kong 3,Donkey Kong 3
The word wisdom' is often used as a term to refer to a group of what animal?,Walrus,Wolverine,Wombat,Wombat
Which of these is NOT a common English meaning of the Spanish word ma\xc3\xb1ana'?,Morning,Tomorrow,Last night,Last night
What are the two cities in Charles Dickens' A Tale of Two Cities'?,Manchester / Liverpool,Rome / Madrid,London / Paris,London / Paris
Tricking someone in order to achieve a goal is an act of what?,Centrifuge,Calcifuge,Subterfuge,Subterfuge
Which of these is NOT a nickname for the NCAA Division I basketball tournament?,March Madness,Big Dance,Summer Slam,Summer Slam
"As the old saying goes, when all you've got is a hammer, everything looks like a what?",Birthday cake,Thor,Nail,Nail
Which of these people is NOT credited as one of the discoverers of calculus?,Isaac Newton,Gottfried Leibniz,Carl Friedrich Gauss,Carl Friedrich Gauss
Posse cut' is common terminology in what profession?,Beautician,Animation director,Record producer,Record producer
Which of theses video games is an example of an augmented-reality game?,Pok\xc3\xa9mon Dash,Super Mario Run,Ingress,Ingress
"Among U.S. state capitals, what is unique about Vermont's?",Only French name,Farthest north,Least populated,Least populated
A common metaphor for an unpleasant subject is having what animal in the room'?,Scorpion,Rattlesnake,Elephant,Elephant
Which of these is a planet in our solar system?,Krypton,Tilted Towers,Mars,Mars
What is the best-selling single-platform video game of all time?,Pok\xc3\xa9mon Red and Blue,GoldenEye 007,Wii Sports,Wii Sports
Which of these must you enter to sail from the Black Sea to the Mediterranean?,Tyrrhenian Sea,Ionian Sea,Aegean Sea,Aegean Sea
A Londoner born within earshot of the St. Mary-le-Bow bells is said to be what?,Lion-hearted,Blessed,Cockney,Cockney
Which term is commonly used to refer to completely non-functional computer hardware?,Shoe,Turnip,Brick,Brick
Which of these pies is typically made with a graham cracker crust?,Shepherd's Pie,F\xc3\xa9lix Pie,Key Lime Pie,Key Lime Pie
Which of these do you usually need a ticket to enter?,Pennsylvania,Public library,Movie theater,Movie theater
Which of these groups was initially created to stop currency counterfeiting?,Dept. of Defense,Homeland Security,Secret Service,Secret Service
Which of these skincare products is in the Smithsonian?,Nivea Creme,Carmex lip balm,Stridex pads,Stridex pads
What dance traditionally incorporates a technique called palmas?,Charleston,Cha-cha,Flamenco,Flamenco
The place where your umbilical cord used to be is called what?,Lil' puddle,Wishing well,Belly button,Belly button
Which of these body parts contains the islets of Langerhans?,Brain,Gallbladder,Pancreas,Pancreas
The Zambezi River can be found on which of these continents?,South America,Asia,Africa,Africa
What is the line dividing Earth into northern and southern hemispheres called?,Free throw line,Earth's waistline,Equator,Equator
"Around since 1'6, which of these is one of the first-generation Pok\xc3\xa9mon?",Pupitar,Jumpluff,Seaking,Seaking
Which artist reportedly got his signature look after leaving his regular glasses on a plane?,John Lennon,Buddy Holly,Roy Orbison,Roy Orbison
Long pimples' is slang for equipment in which sport?,Cricket,Golf,Table tennis,Table tennis
"Before creating his own successful fast food operation, Dave Thomas worked for what chain?",McDonald's,Burger King,KFC,KFC
How does the IRS tax the digital currency known as Bitcoin?,Gambling income,Physical currency,Property,Property
A successful jeans designer shares her name with which of these buildings?,Hearst Tower,30 Rockefeller Plaza,One Vanderbilt,One Vanderbilt
What does the PVC in PVC pipe stand for?,Plexar Valve &amp Conduit,Peter Vescey Corp.,Polyvinyl Chloride,Polyvinyl Chloride
